"Date","Ticker","Name","Industry","buy/sell(mil shares)","buy/sell(mil $)","total outstandings(mil shares)","percent","quarter","aaa"
"2023-03-31","FTAI","FTAI Aviation Ltd","Industrials",-0.1,-2.3,100,0.1,"1Q23",2.3
"2023-03-31","GLRE","Greenlight Capital Re Ltd","Financials",-0.2,-2.3,35,0.6,"1Q23",2.3
"2023-03-31","PACW","PacWest Bancorp","Financials",-0.1,-2.3,120,0.1,"1Q23",2.3
"2023-03-31","REVG","REV Group Inc","Industrials",-0.2,-2.3,59,0.3,"1Q23",2.3
"2023-03-31","DNMR","Danimer Scientific Inc","Materials",-1,-2.4,102,1,"1Q23",2.4
"2023-03-31","ACIW","ACI Worldwide Inc","Information Technology",-0.1,-2.5,108,0.1,"1Q23",2.5
"2023-03-31","BHR","Braemar Hotels & Resorts Inc","Real Estate",-0.5,-2.5,66,0.8,"1Q23",2.5
"2023-03-31","BIPC","Brookfield Infrastructure Corp","Utilities",-0.1,-2.5,111,0.1,"1Q23",2.5
"2023-03-31","CCRD","CoreCard Corp","Information Technology",-0.1,-2.5,9,1.1,"1Q23",2.5
"2023-03-31","DVAX","Dynavax Technologies Corp","Health Care",-0.2,-2.5,128,0.2,"1Q23",2.5
"2023-03-31","HCNE","Jaws Hurricane Acquisition Corp","NULL",-0.2,-2.5,40,0.5,"1Q23",2.5
"2023-03-31","NRAC","Northern Revival Acquisition Corp","NULL",-0.2,-2.5,9,2.2,"1Q23",2.5
"2023-03-31","FNKO","Funko Inc","Consumer Discretionary",-0.2,-2.6,51,0.4,"1Q23",2.6
"2023-03-31","KAMN","Kaman Corp","Industrials",-0.1,-2.6,28,0.4,"1Q23",2.6
"2023-03-31","KRNT","Kornit Digital Ltd","Industrials",-0.1,-2.6,50,0.2,"1Q23",2.6
"2023-03-31","AZUL","Azul SA","Industrials",-0.4,-2.7,336,0.1,"1Q23",2.7
"2023-03-31","STR","Sitio Royalties Corp","Energy",-0.1,-2.8,155,0.1,"1Q23",2.8
"2023-03-31","SDGR","Schrodinger Inc","Health Care",-0.1,-2.9,72,0.1,"1Q23",2.9
"2023-03-31","OLN","Olin Corp","Materials",-0.1,-3,129,0.1,"1Q23",3
"2023-03-31","SG","Sweetgreen Inc","Consumer Discretionary",-0.3,-3,111,0.3,"1Q23",3
"2023-03-31","TWST","Twist Bioscience Corp","Health Care",-0.1,-3,57,0.2,"1Q23",3
"2023-03-31","AFRM","Affirm Holdings Inc","Financials",-0.2,-3.1,294,0.1,"1Q23",3.1
"2023-03-31","VCYT","Veracyte Inc","Health Care",-0.1,-3.1,72,0.1,"1Q23",3.1
"2023-03-31","BHVN","Biohaven Ltd","Health Care",-0.2,-3.2,68,0.3,"1Q23",3.2
"2023-03-31","BRP","BRP Group Inc","Financials",-0.1,-3.2,116,0.1,"1Q23",3.2
"2023-03-31","GMS","GMS Inc","Industrials",-0.1,-3.2,41,0.2,"1Q23",3.2
"2023-03-31","GNW","Genworth Financial Inc","Financials",-0.6,-3.2,487,0.1,"1Q23",3.2
"2023-03-31","ASC","Ardmore Shipping Corp","Energy",-0.2,-3.4,41,0.5,"1Q23",3.4
"2023-03-31","DBX","Dropbox Inc","Information Technology",-0.2,-3.4,354,0.1,"1Q23",3.4
"2023-03-31","SCS","Steelcase Inc","Industrials",-0.4,-3.4,113,0.4,"1Q23",3.4
"2023-03-31","TRTN","Triton International Ltd","Industrials",-0.1,-3.4,55,0.2,"1Q23",3.4
"2023-03-31","ESPR","Esperion Therapeutics Inc","Health Care",-0.7,-3.5,89,0.8,"1Q23",3.5
"2023-03-31","RVLV","Revolve Group Inc","Consumer Discretionary",-0.1,-3.5,73,0.1,"1Q23",3.5
"2023-03-31","DAN","Dana Inc","Consumer Discretionary",-0.2,-3.7,144,0.1,"1Q23",3.7
"2023-03-31","MWA","Mueller Water Products Inc","Industrials",-0.3,-3.8,156,0.2,"1Q23",3.8
"2023-03-31","GLDD","Great Lakes Dredge & Dock Corp","Industrials",-0.6,-3.9,66,0.9,"1Q23",3.9
"2023-03-31","IBTX","Independent Bank Group Inc","Financials",-0.1,-3.9,41,0.2,"1Q23",3.9
"2023-03-31","STNE","StoneCo Ltd","Financials",-0.4,-3.9,313,0.1,"1Q23",3.9
"2023-03-31","WGO","Winnebago Industries Inc","Consumer Discretionary",-0.1,-3.9,31,0.3,"1Q23",3.9
"2023-03-31","MIR","Mirion Technologies Inc","Information Technology",-0.5,-4,226,0.2,"1Q23",4
"2023-03-31","VRNS","Varonis Systems Inc","Information Technology",-0.2,-4,108,0.2,"1Q23",4
"2023-03-31","CLS","Celestica Inc","Information Technology",-0.3,-4.1,121,0.2,"1Q23",4.1
"2023-03-31","ERF","Enerplus Corp","Energy",-0.3,-4.1,215,0.1,"1Q23",4.1
"2023-03-31","LIVN","LivaNova PLC","Health Care",-0.1,-4.1,54,0.2,"1Q23",4.1
"2023-03-31","RUSHA","Rush Enterprises Inc","Industrials",-0.1,-4.2,54,0.2,"1Q23",4.2
"2023-03-31","VSH","Vishay Intertechnology Inc","Information Technology",-0.2,-4.3,140,0.1,"1Q23",4.3
"2023-03-31","HP","Helmerich and Payne Inc","Energy",-0.1,-4.4,104,0.1,"1Q23",4.4
"2023-03-31","ONB","Old National Bancorp","Financials",-0.3,-4.4,292,0.1,"1Q23",4.4
"2023-03-31","CLB","Core Laboratories NV","Energy",-0.2,-4.5,47,0.4,"1Q23",4.5
"2023-03-31","ESNT","Essent Group Ltd","Financials",-0.1,-4.7,108,0.1,"1Q23",4.7
"2023-03-31","PEGA","Pegasystems Inc","Information Technology",-0.1,-4.7,82,0.1,"1Q23",4.7
"2023-03-31","VSTO","Vista Outdoor Inc","Consumer Discretionary",-0.2,-4.7,57,0.4,"1Q23",4.7
"2023-03-31","RADI","Radius Global Infrastructure Inc","Communication Services",-0.4,-4.8,100,0.4,"1Q23",4.8
"2023-03-31","MUR","Murphy Oil Corp","Energy",-0.1,-4.9,156,0.1,"1Q23",4.9
"2023-03-31","IDCC","InterDigital Inc","Information Technology",-0.1,-5,30,0.3,"1Q23",5
"2023-03-31","MLR","Miller Industries Inc","Industrials",-0.2,-5,11,1.8,"1Q23",5
"2023-03-31","DTOC","Digital Transformation Opportunities Corp","NULL",-0.5,-5.1,10,5,"1Q23",5.1
"2023-03-31","MOD","Modine Manufacturing Co","Consumer Discretionary",-0.2,-5.1,52,0.4,"1Q23",5.1
"2023-03-31","MAT","Mattel Inc","Consumer Discretionary",-0.3,-5.2,354,0.1,"1Q23",5.2
"2023-03-31","AVT","Avnet Inc","Information Technology",-0.1,-5.3,91,0.1,"1Q23",5.3
"2023-03-31","HCSG","Healthcare Services Group Inc","Industrials",-0.4,-5.3,74,0.5,"1Q23",5.3
"2023-03-31","VRA","Vera Bradley Inc","Consumer Discretionary",-0.9,-5.3,31,2.9,"1Q23",5.3
"2023-03-31","OGS","ONE Gas Inc","Utilities",-0.1,-5.4,55,0.2,"1Q23",5.4
"2023-03-31","BAM","BROOKFIELD ASSET MANAGEMENT LTD","Financials",-0.2,-5.5,392,0.1,"1Q23",5.5
"2023-03-31","FORG","ForgeRock Inc","Information Technology",-0.3,-5.5,87,0.3,"1Q23",5.5
"2023-03-31","HAE","Haemonetics Corp","Health Care",-0.1,-5.5,50,0.2,"1Q23",5.5
"2023-03-31","FLO","Flowers Foods Inc","Consumer Staples",-0.2,-5.7,212,0.1,"1Q23",5.7
"2023-03-31","KBAL","Kimball International Inc","Industrials",-0.7,-5.7,37,1.9,"1Q23",5.7
"2023-03-31","GH","Guardant Health Inc","Health Care",-0.2,-5.8,103,0.2,"1Q23",5.8
"2023-03-31","RVNC","Revance Therapeutics Inc","Health Care",-0.2,-5.9,84,0.2,"1Q23",5.9
"2023-03-31","SHCO","Soho House & Co Inc","Consumer Discretionary",-1,-5.9,196,0.5,"1Q23",5.9
"2023-03-31","VLD","Velo3D Inc","Industrials",-2.3,-5.9,192,1.2,"1Q23",5.9
"2023-03-31","SRCL","Stericycle Inc","Industrials",-0.1,-6,92,0.1,"1Q23",6
"2023-03-31","ASB","Associated Banc-Corp","Financials",-0.3,-6.1,151,0.2,"1Q23",6.1
"2023-03-31","OII","Oceaneering International Inc","Energy",-0.3,-6.1,101,0.3,"1Q23",6.1
"2023-03-31","SMRT","SmartRent Inc","Information Technology",-2.3,-6.1,199,1.2,"1Q23",6.1
"2023-03-31","HLMN","Hillman Solutions Corp","Industrials",-0.7,-6.2,195,0.4,"1Q23",6.2
"2023-03-31","HST","Host Hotels & Resorts Inc","Real Estate",-0.4,-6.3,711,0.1,"1Q23",6.3
"2023-03-31","JNPR","Juniper Networks Inc","Information Technology",-0.2,-6.3,321,0.1,"1Q23",6.3
"2023-03-31","JOE","St Joe Co","Real Estate",-0.1,-6.3,58,0.2,"1Q23",6.3
"2023-03-31","SPLK","Splunk Inc","Information Technology",-0.1,-6.3,166,0.1,"1Q23",6.3
"2023-03-31","CNMD","Conmed Corp","Health Care",-0.1,-6.6,31,0.3,"1Q23",6.6
"2023-03-31","MITA","Coliseum Acquisition Corp","NULL",-0.7,-6.7,19,3.7,"1Q23",6.7
"2023-03-31","PNM","PNM Resources Inc","Utilities",-0.1,-6.7,86,0.1,"1Q23",6.7
"2023-03-31","HAIN","Hain Celestial Group Inc","Consumer Staples",-0.4,-6.8,89,0.4,"1Q23",6.8
"2023-03-31","PWP","Perella Weinberg Partners","Financials",-0.7,-6.8,86,0.8,"1Q23",6.8
"2023-03-31","KN","Knowles Corp","Information Technology",-0.4,-6.9,91,0.4,"1Q23",6.9
"2023-03-31","TPR","Tapestry Inc","Consumer Discretionary",-0.2,-6.9,236,0.1,"1Q23",6.9
"2023-03-31","CAKE","Cheesecake Factory Inc","Consumer Discretionary",-0.2,-7,52,0.4,"1Q23",7
"2023-03-31","GGB","Gerdau SA","Materials",-1.3,-7,1757,0.1,"1Q23",7
"2023-03-31","VTS","Vitesse Energy Inc","Energy",-0.4,-7,29,1.4,"1Q23",7
"2023-03-31","BMRN","Biomarin Pharmaceutical Inc","Health Care",-0.1,-7.1,188,0.1,"1Q23",7.1
"2023-03-31","FLR","Fluor Corp","Industrials",-0.2,-7.2,142,0.1,"1Q23",7.2
"2023-03-31","ODP","ODP Corp","Consumer Discretionary",-0.2,-7.3,40,0.5,"1Q23",7.3
"2023-03-31","BWA","Borgwarner Inc","Consumer Discretionary",-0.2,-7.4,234,0.1,"1Q23",7.4
"2023-03-31","BOKF","BOK Financial Corp","Financials",-0.1,-7.6,67,0.1,"1Q23",7.6
"2023-03-31","KMT","Kennametal Inc","Industrials",-0.3,-7.6,81,0.4,"1Q23",7.6
"2023-03-31","KD","Kyndryl Holdings Inc","Information Technology",-0.5,-7.7,228,0.2,"1Q23",7.7
"2023-03-31","SOFI","SoFi Technologies Inc","Financials",-1.3,-7.8,940,0.1,"1Q23",7.8
"2023-03-31","WAB","Westinghouse Air Brake Technologies Corp","Industrials",-0.1,-7.8,180,0.1,"1Q23",7.8
"2023-03-31","IQ","iQIYI Inc","Communication Services",-1.2,-7.9,957,0.1,"1Q23",7.9
"2023-03-31","SYNA","Synaptics Inc","Information Technology",-0.1,-7.9,39,0.3,"1Q23",7.9
"2023-03-31","TTWO","Take-Two Interactive Software Inc","Communication Services",-0.1,-7.9,169,0.1,"1Q23",7.9
"2023-03-31","GPS","Gap Inc","Consumer Discretionary",-0.7,-8.1,368,0.2,"1Q23",8.1
"2023-03-31","HOPE","Hope Bancorp Inc","Financials",-0.7,-8.1,120,0.6,"1Q23",8.1
"2023-03-31","GRMN","Garmin Ltd","Consumer Discretionary",-0.1,-8.3,191,0.1,"1Q23",8.3
"2023-03-31","LBTYK","Liberty Global PLC","Communication Services",-0.4,-8.3,456,0.1,"1Q23",8.3
"2023-03-31","SMAR","Smartsheet Inc","Information Technology",-0.2,-8.3,133,0.2,"1Q23",8.3
"2023-03-31","PLXS","Plexus Corp","Information Technology",-0.1,-8.4,28,0.4,"1Q23",8.4
"2023-03-31","WBS","Webster Financial Corp","Financials",-0.2,-8.4,175,0.1,"1Q23",8.4
"2023-03-31","PRGO","Perrigo Company PLC","Health Care",-0.2,-8.6,135,0.1,"1Q23",8.6
"2023-03-31","IAG","IAMGOLD Corp","Materials",-3.4,-8.7,479,0.7,"1Q23",8.7
"2023-03-31","ITCI","Intra-Cellular Therapies Inc","Health Care",-0.2,-8.7,96,0.2,"1Q23",8.7
"2023-03-31","SPOT","Spotify Technology SA","Communication Services",-0.1,-8.7,193,0.1,"1Q23",8.7
"2023-03-31","JELD","JELD-WEN Holding Inc","Industrials",-0.7,-8.8,85,0.8,"1Q23",8.8
"2023-03-31","ALKT","Alkami Technology Inc","Information Technology",-0.6,-9,93,0.6,"1Q23",9
"2023-03-31","LBRDK","Liberty Broadband Corp","Communication Services",-0.1,-9,146,0.1,"1Q23",9
"2023-03-31","BHF","Brighthouse Financial Inc","Financials",-0.2,-9.1,67,0.3,"1Q23",9.1
"2023-03-31","FLS","Flowserve Corp","Industrials",-0.3,-9.3,131,0.2,"1Q23",9.3
"2023-03-31","ACMR","ACM Research Inc","Information Technology",-0.8,-9.4,60,1.3,"1Q23",9.4
"2023-03-31","AGI","Alamos Gold Inc","Materials",-0.9,-9.4,394,0.2,"1Q23",9.4
"2023-03-31","SRG","Seritage Growth Properties","Real Estate",-0.8,-9.4,56,1.4,"1Q23",9.4
"2023-03-31","IONS","Ionis Pharmaceuticals Inc","Health Care",-0.3,-9.5,143,0.2,"1Q23",9.5
"2023-03-31","NVT","nVent Electric PLC","Industrials",-0.2,-9.6,166,0.1,"1Q23",9.6
"2023-03-31","GRBK","Green Brick Partners Inc","Consumer Discretionary",-0.3,-9.9,46,0.7,"1Q23",9.9
"2023-03-31","NUVB","Nuvation Bio Inc","Health Care",-4.9,-9.9,219,2.2,"1Q23",9.9
"2023-03-31","OSG","Overseas Shipholding Group Inc","Energy",-2.8,-10,79,3.5,"1Q23",10
"2023-03-31","CYH","Community Health Systems Inc","Health Care",-1.9,-10.2,137,1.4,"1Q23",10.2
"2023-03-31","AMH","American Homes 4 Rent","Real Estate",-0.3,-10.4,362,0.1,"1Q23",10.4
"2023-03-31","TBPH","Theravance Biopharma Inc","Health Care",-1,-10.6,63,1.6,"1Q23",10.6
"2023-03-31","TECH","Bio-Techne Corp","Health Care",-0.1,-11,157,0.1,"1Q23",11
"2023-03-31","ATI","ATI Inc","Materials",-0.3,-11.2,129,0.2,"1Q23",11.2
"2023-03-31","GIL","Gildan Activewear Inc","Consumer Discretionary",-0.4,-11.2,180,0.2,"1Q23",11.2
"2023-03-31","VRT","Vertiv Holdings Co","Industrials",-0.8,-11.4,379,0.2,"1Q23",11.4
"2023-03-31","ENOV","Enovis Corp","Health Care",-0.2,-11.9,54,0.4,"1Q23",11.9
"2023-03-31","FHN","First Horizon Corp","Financials",-0.5,-11.9,538,0.1,"1Q23",11.9
"2023-03-31","AA","Alcoa Corp","Materials",-0.3,-12.4,178,0.2,"1Q23",12.4
"2023-03-31","EPC","Edgewell Personal Care Co","Consumer Staples",-0.3,-12.4,52,0.6,"1Q23",12.4
"2023-03-31","QLYS","Qualys Inc","Information Technology",-0.1,-12.4,37,0.3,"1Q23",12.4
"2023-03-31","FRSH","Freshworks Inc","Information Technology",-0.9,-13.1,291,0.3,"1Q23",13.1
"2023-03-31","ECVT","Ecovyst Inc","Materials",-1.3,-13.4,120,1.1,"1Q23",13.4
"2023-03-31","ALGM","Allegro Microsystems Inc","Information Technology",-0.3,-13.5,192,0.2,"1Q23",13.5
"2023-03-31","WOOF","Petco Health and Wellness Company Inc","Consumer Discretionary",-1.3,-13.7,305,0.4,"1Q23",13.7
"2023-03-31","L","Loews Corp","Financials",-0.2,-13.8,228,0.1,"1Q23",13.8
"2023-03-31","ALRM","Alarm.com Holdings Inc","Information Technology",-0.3,-14,50,0.6,"1Q23",14
"2023-03-31","ZI","ZoomInfo Technologies Inc","Communication Services",-0.5,-14,404,0.1,"1Q23",14
"2023-03-31","VSCO","Victoria's Secret & Co","Consumer Discretionary",-0.4,-14.1,78,0.5,"1Q23",14.1
"2023-03-31","BV","Brightview Holdings Inc","Industrials",-2.1,-14.2,94,2.2,"1Q23",14.2
"2023-03-31","COLD","Americold Realty Trust Inc","Real Estate",-0.5,-14.5,270,0.2,"1Q23",14.5
"2023-03-31","WEST","Westrock Coffee Co","Consumer Staples",-1.2,-15,76,1.6,"1Q23",15
"2023-03-31","CBRE","CBRE Group Inc","Real Estate",-0.2,-15.1,311,0.1,"1Q23",15.1
"2023-03-31","DLO","Dlocal Ltd","Financials",-1,-15.1,294,0.3,"1Q23",15.1
"2023-03-31","OSCR","Oscar Health Inc","Financials",-3.7,-15.1,218,1.7,"1Q23",15.1
"2023-03-31","AXON","Axon Enterprise Inc","Industrials",-0.1,-15.2,73,0.1,"1Q23",15.2
"2023-03-31","MRCY","Mercury Systems Inc","Industrials",-0.3,-15.3,58,0.5,"1Q23",15.3
"2023-03-31","ACT","Enact Holdings Inc","Financials",-0.7,-15.5,162,0.4,"1Q23",15.5
"2023-03-31","NWSA","News Corp","Communication Services",-0.8,-15.5,576,0.1,"1Q23",15.5
"2023-03-31","PWR","Quanta Services Inc","Industrials",-0.1,-15.5,144,0.1,"1Q23",15.5
"2023-03-31","TPB","Turning Point Brands Inc","Consumer Staples",-0.7,-15.5,18,3.9,"1Q23",15.5
"2023-03-31","CAG","Conagra Brands Inc","Consumer Staples",-0.4,-15.6,477,0.1,"1Q23",15.6
"2023-03-31","CNS","Cohen & Steers Inc","Financials",-0.2,-15.6,49,0.4,"1Q23",15.6
"2023-03-31","FHB","First Hawaiian Inc","Financials",-0.6,-15.6,128,0.5,"1Q23",15.6
"2023-03-31","PVH","PVH Corp","Consumer Discretionary",-0.2,-15.6,63,0.3,"1Q23",15.6
"2023-03-31","VMEO","Vimeo Inc","Communication Services",-4,-15.7,167,2.4,"1Q23",15.7
